derived_word,origin_w,chapter,deck,meaning,example,viewed,status
unobjectionable,Harmless,6,2,Not objectionable; acceptable.,The ends are unobjectionable; it's the means that one can't accept.,0,0
ablution,Clean,6,2,An act of washing oneself.,Ablution is part of some religious ceremonies.,0,0
immaculate,Clean,6,2,"Perfectly clean, neat, or tidy.",The property is in immaculate condition.,0,0
pristine,Clean,6,2,In its original condition; unspoilt.,The biohazard elimination field was marked by pristine white fencing.,0,0
unsullied,Clean,6,2,Not spoiled or made impure.,"If we want justice, we must be in a position to ask it with unsullied hands.",0,0
virginal,Clean,6,2,"Being, relating to, or appropriate for a virgin.",She was dressed in virginal white.,0,0
assiduous,Pay attention,6,2,Showing great care and perseverance.,He was assiduous in his attendance at church.,0,0
conscientious,Pay attention,6,2,Wishing to do one's work or duty well and thoroughly.,She was conscientious with regard to her duties as examiner.,0,0
meticulous,Pay attention,6,2,Showing great attention to detail; very careful and precise.,The trip involved meticulous planning.,0,0
precise,Pay attention,6,2,Marked by exactness and accuracy of expression or detail.,That's why he has so many precise numbers.,0,0
scrupulous,Pay attention,6,2,"(of a person or process) careful, thorough, and extremely attentive to details.",The revisers aimed at the most scrupulous faithfulness.,0,0
composed,Undisturbed,6,2,Having one's feelings and expression under control; calm.,Glen was calm and composed at the funeral.,0,0
dispassionate,Undisturbed,6,2,"Not influenced by strong emotion, and so able to be rational and impartial.",It need not affect the opinion of dispassionate students.,0,0
impassive,Undisturbed,6,2,Not feeling or showing emotion.,"He kept his own features impassive, but Vara's words pierced him to the core.",0,0
imperturbable,Undisturbed,6,2,Unable to be upset or excited; calm.,With her imperturbable calm she did not begin to speak in front of the valet.,0,0
serene,Undisturbed,6,2,"Calm, peaceful, and untroubled; tranquil.","Evelyn appeared serene and perfect, as usual.",0,0
stoical,Undisturbed,6,2,Enduring pain and hardship without showing one's feelings or complaining.,"The Stoical categories, too, have an historical significance.",0,0
artless,Innocence,6,2,Without guile or deception.,My artless comment was mistaken for rudeness.,0,0
guileless,Innocence,6,2,Devoid of guile; innocent and without deception.,The guileless peasant set down his buckets and considered his alternatives.,0,0
ingenuous,Innocence,6,2,(of a person or action) innocent and unsuspecting.,He seemed too ingenuous for a reporter.,0,0
naïve,Innocence,6,2,marked by unaffected simplicity,"When she was young and naive, she had dreamed of such a job.",0,0
unaffected,Innocence,6,2,Feeling or showing no effects or changes.,The book is one of the most natural and unaffected compositions ever written.,0,0
dabbler,Amateur,6,3,one not deeply engaged in or concerned with something,"He's not a dedicated musician, just a dabbler.",0,0
dilettante,Amateur,6,3,"A person who cultivates an area of interest, such as the arts, without real commitment or knowledge.",He's a bit of a dilettante as far as wine is concerned.,0,0
superficial,Amateur,6,3,Existing or occurring at or on the surface.,"The sentences are much longer and less vivacious, as any one can see by a superficial examination.",0,0
tyro,Amateur,6,3,A beginner or novice.,The 53-year-old director was no tyro in turning millions of dollars into celluloid and possibly gold.,0,0
byzantine,Complicated,6,3,"Relating to Byzantium (now Istanbul), the Byzantine Empire, or the Eastern Orthodox Church.","It had houses on it in Roman and Byzantine times, and the stone lion has long since vanished.",0,0
convoluted,Complicated,6,3,"(especially of an argument, story, or sentence) extremely complex and difficult to follow.",His grammar explanations are terribly convoluted.,0,0
elaborate,Complicated,6,3,Involving many carefully arranged parts or details; detailed and complicated in design and planning.,The police played an elaborate game of cat and mouse to trap him.,0,0
knotty,Complicated,6,3,Full of knots.,"In addition to having specific grades of cedar, siding is further divided into clear and knotty varieties.",0,0
labyrinthine,Complicated,6,3,(of a network) like a labyrinth; irregular and twisting.,Beneath the city lies a labyrinthine network of tunnels.,0,0
perplexing,Complicated,6,3,Completely baffling; very puzzling.,Of course they did not realize how difficult and perplexing they were making the examinations for me.,0,0
tangled,Complicated,6,3,Twisted together untidily; matted.,She sighed and ran fingers through her tangled hair.,0,0
asocial,Rude,6,3,Avoiding social interaction; inconsiderate of or hostile to others.,"She only dates doctors and lawyers, she asocial climber.",0,0
crass,Rude,6,3,Showing no intelligence or sensitivity.,"With exotic photography of women, the idea is to create an image that is alluring, not crass.",0,0
earthy,Rude,6,3,Resembling or suggestive of earth or soil.,"White lead is an earthy, amorphous powder.",0,0
effrontery,Rude,6,3,Insolent or impertinent behaviour.,He had the effrontery to say I was lying.,0,0
obstreperous,Rude,6,3,Noisy and difficult to control.,"Out of power, he has been just as obstreperous, if somewhat less visible.",0,0
philistine,Rude,6,3,A person who is hostile or indifferent to culture and the arts.,The philistine attitude of the public resulted in the work being abandoned.,0,0
scabrous,Rude,6,3,"Rough and covered with, or as if with, scabs.",The book includes some memorably seedy characters and scabrous descriptions.,0,0
vulgar,Rude,6,3,Lacking sophistication or good taste.,"And his soul, a vulgar a numb find redemption.",0,0
credulous,Gullible,6,3,Having or showing too great a readiness to believe things.,You must be credulous if she fooled you with that story.,0,0
exploitable,Gullible,6,3,"able to be used unfairly, for someone's own advantage",Your hope was I'd make some exploitable mistake.,0,0
susceptible,Gullible,6,3,Likely or liable to be influenced or harmed by a particular thing.,Children are much more susceptible than adults.,0,0
adverse,Unfriendly,6,3,Preventing success or development; harmful; unfavourable.,He remained adverse to any case where he knew for sure that someone was killed.,0,0
antagonistic,Unfriendly,6,3,Showing or feeling active opposition or hostility towards someone or something.,Nearly all the women I interviewed were aggressively antagonistic to the idea.,0,0
dissident,Unfriendly,6,3,"A person who opposes official policy, especially that of an authoritarian state.",That was the dissident movement in Poland.,0,0
recalcitrant,Unfriendly,6,3,Having an obstinately uncooperative attitude towards authority or discipline.,Matter was a potentially recalcitrant element.,0,0
pragmatic,Practical,7,1,Dealing with things sensibly and realistically in a way that is based on practical rather than theoretical considerations.,There were pragmatic inferences.,0,0
rational,Practical,7,1,Based on or in accordance with reason or logic.,The gut wrenching pain left him unable to process any rational thought.,0,0
realistic,Practical,7,1,Having or showing a sensible and practical idea of what can be achieved or expected.,"For some reason, he experienced a very realistic vision.",0,0
aloof,Reserved,7,1,Not friendly or forthcoming; cool and distant.,His aloof response made her look up.,0,0
introverted,Reserved,7,1,"Of, denoting, or typical of an introvert.","He is described as an introverted teenager, with a love of horses.",0,0
standoffish,Reserved,7,1,Distant and cold in manner; unfriendly.,She is extremely standoffish and will only come around once every couple of days.,0,0
undemonstrative,Reserved,7,1,"(of a person) not tending to express feelings, especially of affection, openly.","Neighbours say he was quiet, undemonstrative and always carefully dressed.",0,0
iconoclastic,rebel,7,1,Criticizing or attacking cherished beliefs or institutions.,Of course the paper was not totally iconoclastic.,0,0
maverick,rebel,7,1,An unorthodox or independent-minded person.,He was considered as something of a maverick in the publishing world.,0,0
subversive,rebel,7,1,Seeking or intended to subvert an established system or institution.,He was engaged in subversive activities.,0,0
apathetic,Unemotional,7,1,"Showing or feeling no interest, enthusiasm, or concern.",I realised I was becoming increasingly depressed and apathetic.,0,0
indifferent,Unemotional,7,1,Having no particular interest or sympathy; unconcerned.,Mr. Reynolds was indifferent to the subject.,0,0
phlegmatic,Unemotional,7,1,(of a person) having an unemotional and stolidly calm disposition.,"The taxi driver, a phlegmatic man in middle age, showed no surprise at this request.",0,0
stolid,Unemotional,7,1,"Calm, dependable, and showing little emotion or animation.",His facial features suggested a stolid character.,0,0
contumacious,Stubborn,7,1,(especially of a defendant's behaviour) stubbornly or wilfully disobedient to authority.,"On his refusal to appear in person or by his attorney, he was pronounced contumacious.",0,0
dogmatic,Stubborn,7,1,Inclined to lay down principles as undeniably true.,Many writers at this time held rigidly dogmatic views.,0,0
hidebound,Stubborn,7,1,Unwilling or unable to change because of tradition or convention.,The economy was hidebound by public spending and private monopolies.,0,0
intransigent,Stubborn,7,1,Unwilling or refusing to change one's views or to agree about something.,Owing to their intransigent attitude we were unable to reach an agreement.,0,0
implacable,Stubborn,7,1,Unable to be appeased or placated.,The government faces implacable opposition on the issue of nuclear waste.,0,0
inexorable,Stubborn,7,1,Impossible to stop or prevent.,There was no inexorable train of logic which led from that day to the Holocaust.,0,0
irreconcilable,Stubborn,7,1,(of ideas or statements) so different from each other that they cannot be made compatible.,These practices are irreconcilable with the law of the Church.,0,0
mulish,Stubborn,7,1,Resembling or likened to a mule in being stubborn.,He was so mulish that my admonitions just flowed over him.,0,0
obdurate,Stubborn,7,1,Stubbornly refusing to change one's opinion or course of action.,At home Kruger continued as obdurate as ever.,0,0
obstinate,Stubborn,7,1,"Stubbornly refusing to change one's opinion or chosen course of action, despite attempts to persuade one to do so.",His obstinate resistance came to an end.,0,0
ossified,Stubborn,7,1,Turn into bone or bony tissue.,His thinking has ossified as he's grown older; he won't accept new ideas.,0,0
pertinacious,Stubborn,7,1,Holding firmly to an opinion or a course of action.,Questions buzzed in his head like pertinacious bees.,0,0
refractory,Stubborn,7,1,Stubborn or unmanageable.,The brief time taken for this re-polarisation is the refractory period.,0,0
remorseless,Stubborn,7,1,Without regret or guilt.,The idea of belonging to a remorseless insurgent leader was terrifying.,0,0
tenacious,Stubborn,7,1,Tending to keep a firm hold of something; clinging or adhering closely.,We should be tenacious of our rights.,0,0
unrelenting,Stubborn,7,1,"Not yielding in strength, severity, or determination.",He was unrelenting in his pursuit of legal mandate.,0,0
unyielding,Stubborn,7,1,(of a mass or structure) not giving way to pressure; hard or solid.,"Unyielding, even with his attempts to breach her mind and influence her.",0,0
embellish,Beautiful,7,2,Make (something) more attractive by the addition of decorative details or features.,I asked him not to embellish the truth with ideas of his own.,0,0
opulent,Beautiful,7,2,Ostentatiously costly and luxurious.,Most of the cash went on supporting his opulent lifestyle.,0,0
altruism,Goodness,7,2,Disinterested and selfless concern for the well-being of others.,Altruism is second nature for this couple and they often spearhead community projects and charities.,0,0
beatific,Goodness,7,2,Feeling or expressing blissful happiness.,By saying that souls of saints may attain the fulness of the beatific vision before the last judgment.,0,0
beneficent,Goodness,7,2,(of a person) generous or doing good.,But they are not without benevolent and beneficent attributes.,0,0
benign,Goodness,7,2,Gentle and kind.,The effects of this chemical are fairly benign.,0,0
benison,Goodness,7,2,A blessing.,"If you can find blessedness , my benison is that I can see you will be happy in faraway country.",0,0
clement,Goodness,7,2,(of weather) mild.,"It's dangerous work but for men like Clement, summer firefighting is an important source of income.",0,0
elevated,Goodness,7,2,Situated or placed higher than the surrounding area.,"Holding her head elevated, as Mums had instructed, he offered the bottle.",0,0
ethical,Goodness,7,2,Relating to moral principles or the branch of knowledge dealing with these.,The correspondence took an ethical tone.,0,0
exemplary,Goodness,7,2,Serving as a desirable model; very good.,The support provided was exemplary in all areas.,0,0
integrity,Goodness,7,2,The quality of being honest and having strong moral principles.,She looked for an employer who had integrity and valued its employees as well as the planet.,0,0
probity,Goodness,7,2,The quality of having strong moral principles; honesty and decency.,Probity and purity will command respect everywhere.,0,0
rectitude,Goodness,7,2,Morally correct behaviour or thinking; righteousness.,The necessity of moral rectitude was itself an incentive.,0,0
temperance,Goodness,7,2,Abstinence from alcoholic drink.,This creature succeeded by other means than temperance and purity.,0,0
virtue,Goodness,7,2,Behaviour showing high moral standards.,"I can't deny the power of prayer, or the virtue of tenacity.",0,0
apotheosis,Excellence,7,2,The highest point in the development of something; a culmination or climax.,The legend of king arthur represent the apotheosis of chivalry.,0,0
paragon,Excellence,7,2,A person or thing regarded as a perfect example of a particular quality.,It would have taken a paragon of virtue not to feel jealous.,0,0
quintessence,Excellence,7,2,The most perfect or typical example of a quality or class.,"And indeed, Gandalf is almost the quintessence of wizard-dom.",0,0
exalted,Grand,7,2,(of a person or their rank or status) at a high or powerful level.,As a patron of art Leo occupies a more exalted plane.,0,0
lofty,Grand,7,2,Of imposing height.,The surrounding mountains are lofty and rugged.,0,0
majestic,Grand,7,2,Having or showing impressive beauty or scale.,"A majestic oak, one of the finest trees in the Forest, stands near it.",0,0
noble,Grand,7,2,"Belonging by rank, title, or birth to the aristocracy.",How noble of you.,0,0
regal,Grand,7,2,"Of, resembling, or fit for a monarch, especially in being magnificent or dignified.","She followed him up a set of regal stairs to the second floor, where multiple rooms lined a hallway.",0,0
resplendent,Grand,7,2,Attractive and impressive through being richly colourful or sumptuous.,She looked resplendent in a silk dress.,0,0
sublime,Grand,7,2,Of very great excellence or beauty.,"Demetrius calls his statues sublime, and at the same time precise.",0,0
inundate,Overwhelm,7,2,Overwhelm (someone) with things or people to be dealt with.,The low lying areas were inundated by flood waters.,0,0
deluge,Overwhelm,7,2,A severe flood.,That deluge of fire was worth seeing.,0,0
engulf,Overwhelm,7,2,(of a natural force) sweep over (something) so as to surround or cover it completely.,The war is threatening to engulf the entire region.,0,0
bluster,Agitated,7,3,"Talk in a loud, aggressive, or indignant way with little effect.",The bluster of wind screached in his ears.,0,0
discomposed,Agitated,7,3,Disturb or agitate (someone),The bad news of the accident discomposed me.,0,0
disquieted,Agitated,7,3,A feeling of worry or unease.,The news about the layoffs disquieted many workers.,0,0
flurried,Agitated,7,3,"Agitated, nervous, or anxious.","The waiter flurried between them, as busy as if the room were full.",0,0
fluster,Agitated,7,3,Make (someone) agitated or confused.,She was a very calm person. Nothing could fluster her.,0,0
frenetic,Agitated,7,3,Fast and energetic in a rather wild and uncontrolled way.,It generated much excitement and frenetic activity.,0,0
fulminate,Agitated,7,3,Express vehement protest.,I do not let my children fulminate against what their mother says.,0,0
furor,Agitated,7,3,An outbreak of public anger or excitement.,The half hour lecture caused an enormous furor.,0,0
insurgent,Agitated,7,3,A person fighting against a government or invading force; a rebel or revolutionary.,Year had reduced the insurgent islanders to submission.,0,0
kinetic,Agitated,7,3,Relating to or resulting from motion.,We consider it far more likely that kinematic and kinetic aspects of forelimb motion coevolved.,0,0
perturb,Agitated,7,3,Make (someone) anxious or unsettled.,My unexpected arrival didn't perturb him in the least.,0,0
roil,Agitated,7,3,Make (a liquid) turbid or muddy by disturbing the sediment.,The water roiled to his left as he climbed carefully at the edge of the waterfall.,0,0
ruffled,Agitated,7,3,"Disorder or disarrange (someone's hair), typically by running one's hands through it.","""Thank you, Dusty,"" the youth said and ruffled the boy's hair.",0,0
tumultuous,Agitated,7,3,"Making an uproar or loud, confused noise.",The tumultuous storm was beginning to lose some of its fury.,0,0
turbid,Agitated,7,3,"(of a liquid) cloudy, opaque, or thick with suspended matter.",She clung to it as an escape from the turbid waters below the surface of their conversation.,0,0
turbulent,Agitated,7,3,"Characterized by conflict, disorder, or confusion; not stable or calm.","The citizens, however, retained their turbulent spirit.",0,0
vehemence,Agitated,7,3,Great forcefulness or intensity of feeling or expression.,She argued with such vehemence against the proposal that they decided to abandon it.,0,0
verve,Agitated,7,3,Vigour and spirit or enthusiasm.,She delivered her speech with tremendous wit and verve.,0,0
traitorous,Disloyal,7,3,Relating to or characteristic of a traitor; treacherous.,"If nothing else, his traitorous half-brother Sasha",0,0
treacherous,Disloyal,7,3,Guilty of or involving betrayal or deception.,It was described as a treacherous path.,0,0
blemish,Shame,7,3,A small mark or flaw which spoils the appearance of something.,"Her work was so perfect that Athena, enraged at being unable to find any blemish in it, tore it to pieces.",0,0
blot,Shame,7,3,"A dark mark or stain made by ink, paint, dirt, etc.",Luther's weakness brought the second great blot on his career.,0,0
stain,Shame,7,3,Mark or discolour with something that is not easily removed.,It has a stain on it and a rip in the arm pit.,0,0
stigma,Shame,7,3,"A mark of disgrace associated with a particular circumstance, quality, or person.","The pistil consists of a single carpel with its ovary, style, stigma and solitary ovule or twin ovules.",0,0
taint,Shame,7,3,A trace of a bad or undesirable substance or quality.,It might taint Fred's open mind.,0,0
abscond,Exit in secret,7,3,"Leave hurriedly and secretly, typically to escape from custody or avoid arrest.",You can not abscond from your responsibilities.,0,0
decamp,Exit in secret,7,3,Leave a place suddenly or secretly.,The treasurer decamped with part of the company's payroll.,0,0
escape,Exit in secret,7,3,Break free from confinement or control.,"He came very quietly and secretly, to escape the soldiers.",0,0
flee,Exit in secret,7,3,Run away from a place or situation of danger.,"Darian didn't flee, but suddenly, Jenn wanted to.",0,0
amorphous,Disorganized,8,1,Without a clearly defined shape or form.,"It is a brownish amorphous solid, which is insoluble in water.",0,0
inchoate,Disorganized,8,1,Just begun and so not fully formed or developed; rudimentary.,The liability to contribute is inchoate only when the sacrifice has been made.,0,0
incoherent,Disorganized,8,1,(of spoken or written language) expressed in an incomprehensible or confusing way; unclear.,The result is a confusion that renders the description incoherent.,0,0
chaos,Confusion,8,1,Complete disorder and confusion.,"An hour ago I saw chaos that resulted from lies, half-truths and secrets.",0,0
clutter,Confusion,8,1,Cover or fill (something) with an untidy collection of things.,How can you work with so much clutter on your desk?,0,0
disarray,Confusion,8,1,A state of disorganization or untidiness.,The strikes were enough to cause disarray among the men.,0,0
muddle,Confusion,8,1,Bring into a disordered or confusing state.,We will muddle through and just play it day by day.,0,0
turmoil,Confusion,8,1,"A state of great disturbance, confusion, or uncertainty.",There was turmoil in her pale blue eyes.,0,0
adventuresome,bold,8,1,Given to adventures or to running risks; adventurous.,"Try a sunset canoe ride, or for the less adventuresome, take a charter boat cruise.",0,0
arrogant,bold,8,1,Having or revealing an exaggerated sense of one's own importance or abilities.,Is he arrogant enough to think that?,0,0
audacious,bold,8,1,Showing a willingness to take surprisingly bold risks.,This was a second and a more audacious compromise.,0,0
assured,bold,8,1,Confident.,"Assured that it had not, she turned back to him.",0,0
conceited,bold,8,1,Excessively proud of oneself; vain.,"I thought the famous pop singer might be conceited, but she seems very humble about her talent.",0,0
courageous,bold,8,1,Not deterred by danger or pain; brave.,"Squirrels are restless, courageous and pugnacious little animals.",0,0
dauntless,bold,8,1,Showing fearlessness and determination.,"This is a compelling work, not least for the dancers' brilliant physical co-ordination, dauntless stamina and sheer feat of memory.",0,0
doughty,bold,8,1,Brave and persistent.,She has been for many years a doughty campaigner for women's rights.,0,0
egotistical,bold,8,1,Excessively conceited or absorbed in oneself; self-centred.,"""Not with these people,"" he said, once again the egotistical protector who knew better than her.",0,0
intrepid,bold,8,1,Fearless; adventurous (often used for rhetorical or humorous effect),"A week later all Finland lay at the feet of the intrepid colonel of the Borg, dragoons.",0,0
mettlesome,bold,8,1,(of a person or animal) full of spirit and courage; lively.,The mettlesome actress resumed her career after recovering from a stroke.,0,0
plucky,bold,8,1,Having or showing determined courage in the face of difficulties.,The plucky schoolgirl amazed doctors by hanging on to life for nearly two months.,0,0
presumptuous,bold,8,1,(of a person or their behaviour) failing to observe the limits of what is permitted or appropriate.,"The man seemed too presumptuous to be a humble leader for the nation, so he was not elected.",0,0
stouthearted,bold,8,1,Courageous or determined.,Even the most stouthearted of hikers would have had to turn back in this weather.,0,0
stout,bold,8,1,(of a person) rather fat or of heavy build.,"""May I stay a little longer?"" he said, letting his stout body sink into an armchair beside her.",0,0
temerity,bold,8,1,Excessive confidence or boldness; audacity.,He now bitterly regretted his temerity in braving the danger.,0,0
unabashed,bold,8,1,"Not embarrassed, disconcerted, or ashamed.",He seems unabashed by his recent defeat.,0,0
undaunted,bold,8,1,"Not intimidated or discouraged by difficulty, danger, or disappointment.","Undaunted, he opened the conversation.",0,0
valiant,bold,8,1,Possessing or showing courage or determination.,"Ali was a valiant man, but had no great talent as a ruler.",0,0
valorous,bold,8,1,"Showing great courage in the face of danger, especially in battle.",The warriors were very valorous in the battle.,0,0
venturesome,bold,8,1,Willing to take risks or embark on difficult or unusual courses of action.,For women love is a race track venturesome and deathful.,0,0
venturous,bold,8,1,Willing to take risks or embark on difficult or unusual courses of action.,At that time Venturous was undergoing engine repairs and some of the crew were on rest days when the call came.,0,0
aggrandize,Lots of power,8,1,"Increase the power, status, or wealth of.",The dictator sought to aggrandize himself by new conquests.,0,0
apotheosize,Lots of power,8,1,"Elevate to, or as if to, the rank of a god; idolize.","To get at the truth about mass murder in the twentieth century, one must not demonize the murderers or apotheosize the victims.",0,0
augment,Lots of power,8,1,Make (something) greater by adding to it; increase.,The budget was augmented by various donations.,0,0
ennoble,Lots of power,8,1,Give (someone) a noble rank or title.,Was it not a greater thing to ennoble them than to destroy their artistic representation ?,0,0
bacchanalian,Evil,8,2,Characterized by or given to drunken revelry.,At 2 A. M. the neighbors called the police to quell the bacchanalian revelry in the upstairs apartment.,0,0
debauch,Evil,8,2,Destroy or debase the moral purity of; corrupt.,His enemies asserted that he died in a low tavern in consequence of a drunken debauch of some days' duration.,0,0
decadence,Evil,8,2,Moral or cultural decline as characterized by excessive indulgence in pleasure or luxury.,"He was possessed by the spirit of decadence, imitative rather than originating..",0,0
fiendish,Evil,8,2,Extremely cruel or unpleasant.,"For revenge, Archimedes devised a fiendish computational problem that involved truly immense numbers.",0,0
illicit,Evil,8,2,"Forbidden by law, rules, or custom.",As a port it was notorious for its smuggling and illicit trade.,0,0
infernal,Evil,8,2,Relating to or characteristic of hell or the underworld.,"The lake of Avernus, as an entrance to the infernal regions, was sacred to her.",0,0
iniquitous,Evil,8,2,Grossly unfair and morally wrong.,The iniquitous climate change levy continues to be a real issue.,0,0
invidious,Evil,8,2,(of an action or situation) likely to arouse or incur resentment or anger in others.,We were in the invidious position of having to choose whether to break the law or risk lives.,0,0
lascivious,Evil,8,2,Feeling or revealing an overt sexual interest or desire.,"But make sure your timing is right - privacy is usually a good idea, keeping the lascivious message between the two of you.",0,0
licentious,Evil,8,2,Promiscuous and unprincipled in sexual matters.,His mask of veneration slowly turned into a licentious grin.,0,0
lurid,Evil,8,2,"Unpleasantly bright in colour, especially so as to create a harsh or unnatural effect.",You can read all the lurid details of the affair in today's paper.,0,0
miscreant,Evil,8,2,A person who has done something wrong or unlawful.,We need tougher penalties to discourage miscreants.,0,0
nefarious,Evil,8,2,(typically of an action or activity) wicked or criminal.,Jealous cultural ministers from other lands wonder what nefarious persuasions he used.,0,0
perfidious,Evil,8,2,Deceitful and untrustworthy.,Zaki did not long enjoy the fruits of his perfidious dealing.,0,0
rapacity,Evil,8,2,Aggressive greed.,Unhappiness was sprung from rapacity.,0,0
reprobate,Evil,8,2,An unprincipled person.,He has always been a bit of a reprobate.,0,0
turpitude,Evil,8,2,Depraved or wicked behaviour or character.,It can be said of moral turpitude.,0,0
cloy,Overindulge,8,2,"Disgust or sicken (someone) with an excess of sweetness, richness, or sentiment.",The pleasures of idleness soon cloy.,0,0
gorge,Overindulge,8,2,"A narrow valley between hills or mountains, typically with steep rocky walls and a stream running through it.","Through a deep, narrow gorge with precipitous sides.",0,0
sate,Overindulge,8,2,Satisfy (a desire or an appetite) to the full.,"To sate your immediate curiosity, the official website has a virtual tour.",0,0
satiate,Overindulge,8,2,Satisfied to the full; sated.,"I mean, if you're mom looks down upon you racing her Tahoe down the street, play this game to satiate your urges.",0,0
accrete,Grow,8,2,Grow by accumulation or coalescence.,Excuse me accrete yuan had eaten to darling?,0,0
aggrandize,Grow,8,2,"Increase the power, status, or wealth of.","Alexander carried on a double policy, always ready to seize opportunities to aggrandize his family.",0,0
burgeon,Grow,8,2,Begin to grow or increase rapidly; flourish.,The city has burgeoned out into the surrounding suburbs.,0,0
expatiate,Grow,8,2,Speak or write in detail about.,The chairman expatiated for two hours on his plans for the company.,0,0
upsurge,Grow,8,2,An upward surge in the strength or quantity of something; an increase.,There was an upsurge in violence during June and July.,0,0
procreate,Spread fast,8,2,(of people or animals) produce young; reproduce.,Most young women feel a biological need to procreate.,0,0
proliferate,Spread fast,8,2,Increase rapidly in number; multiply.,Rabbits proliferate when they have plenty of food.,0,0
propagate,Spread fast,8,2,Breed specimens of (a plant or animal) by natural processes from the parent stock.,Gather and dry herbs; also propagate these by slips and cuttings.,0,0
reproduce,Spread fast,8,2,Produce a copy of.,Reproduce a single recension.,0,0
spawn,Spread fast,8,2,"(of a fish, frog, mollusc, crustacean, etc.) release or deposit eggs.",The spawn of the angler is very remarkable.,0,0
candor,Honesty,8,2,The quality of being open and honest; frankness.,"""And now, in token of candor, I ask you to reveal to me your chief passion,"" said the latter.",0,0
fealty,Honesty,8,2,A feudal tenant's or vassal's sworn loyalty to a lord.,In August 1296 Bruce and his father swore fealty to Edward I.,0,0
indisputable,Honesty,8,2,Unable to be challenged or denied.,His patriotism is as indisputable as his genius.,0,0
indubitable,Honesty,8,2,Impossible to doubt; unquestionable.,The indubitable evidence we produced bore down our opponents in the debate.,0,0
legitimate,Honesty,8,2,Conforming to the law or to rules.,It is a legitimate question that deserves a carefully reasoned answer.,0,0
veracious,Honesty,8,2,Speaking or representing the truth.,He will be veracious only so long as the consequences are not seriously injurious.,0,0
capacious,Excess,8,3,Having a lot of space inside; roomy.,"The harbour is capacious and secure, with a sufficient depth of water for the largest vessels.",0,0
cavalcade,Excess,8,3,"A formal procession of people walking, on horseback, or riding in vehicles.",The automatic barriers rose up and the cavalcade swept through to the Palace.,0,0
cloying,Excess,8,3,"Disgust or sicken (someone) with an excess of sweetness, richness, or sentiment.","His acting was passionate, but never cloying or sentimental.",0,0
cornucopia,Excess,8,3,"A symbol of plenty consisting of a goat's horn overflowing with flowers, fruit, and corn.",The table held a veritable cornucopia of every kind of food or drink you could want.,0,0
dilate,Excess,8,3,"Make or become wider, larger, or more open.","The Veda, it is true, does not usually dilate much on the worst of these adventures.",0,0
distend,Excess,8,3,Swell or cause to swell by pressure from inside.,"In these children, feces have become impacted in the child's colon, causing it to distend.",0,0
fraught,Excess,8,3,(of a situation or course of action) filled with or likely to result in (something undesirable),Romantic relationships with humans were fraught with difficulties.,0,0
glut,Excess,8,3,An excessively abundant supply of something.,Research recipes and preserving methods in case you should get a glut of vegetables.,0,0
manifold,Excess,8,3,Many and various.,The services required of landowners were very manifold in character.,0,0
multifarious,Excess,8,3,Many and of various types.,Spain is a composite of multifarious traditions and people.,0,0
myriad,Excess,8,3,A countless or extremely great number of people or things.,They offered no solution for all our myriad problems.,0,0
opulence,Excess,8,3,Great wealth or luxuriousness.,His eyes had never beheld such opulence.,0,0
overabundance,Excess,8,3,An excessive quantity.,"While most startup founders fear running short of cash, few worry about having an overabundance of funds.",0,0
plethora,Excess,8,3,A large or excessive amount of something.,Contemporary dance is not blessed with a plethora of media coverage on any platform.,0,0
preponderance,Excess,8,3,"The quality or fact of being greater in number, quantity, or importance.","No doubt, too, the preponderance of rainfall in the west has persisted for an enormous period.",0,0
prodigious,Excess,8,3,"Remarkably or impressively great in extent, size, or degree.",He took the prodigious leap.,0,0
profusion,Excess,8,3,An abundance or large quantity of something.,The hills were a profusion of snowy dogwood and pink plumb and cherry blossoms.,0,0
replete,Excess,8,3,Filled or well-supplied with something.,He was replete with food and drink.,0,0
superabundance,Excess,8,3,"a very large amount of something, especially more than is needed or usual","In a world of economic superabundance, people will no longer tolerate poverty.",0,0
superfluity,Excess,8,3,An unnecessarily or excessively large amount or number of something.,To the Epicureans the elaborate logic of the Stoics was a superfluity.,0,0
surfeit,Excess,8,3,An excessive amount of something.,He died of surfeit at Stockholm on the 12th of February 1771.,0,0
abate,Shrink,8,3,(of something unpleasant or severe) become less intense or widespread.,In an hour or so the storm would abate and they could leave.,0,0
constrict,Shrink,8,3,"Make narrower, especially by encircling pressure.",There were shapes of spruces rising to constrict a sky full of great cold stars.,0,0
corrode,Shrink,8,3,"Destroy or damage (metal, stone, or other materials) slowly by chemical action.","Also eventually, hard water can corrode metal, including your water pipes.",0,0
dwindle,Shrink,8,3,"Diminish gradually in size, amount, or strength.",The majorities behind the government began to dwindle and agitation started to grow.,0,0
ebb,Shrink,8,3,The movement of the tide out to sea.,He listened intently to the ebb and flow of these sounds.,0,0
wane,Shrink,8,3,"(of the moon) have a progressively smaller part of its visible surface illuminated, so that it appears to decrease in size.","About half-past eight the combat began to wane, and the last shots were fired at ten.",0,0
lapse,Reduce,8,3,"A brief or temporary failure of concentration, memory, or judgement.",A momentary lapse in the final set cost her the match.,0,0
relent,Reduce,8,3,"Abandon or mitigate a severe or harsh attitude, especially by finally yielding to a request.","But if proven wrong, most will relent and run the job over again.",0,0
slacken,Reduce,8,3,Make or become slack.,"After hours of digging, we began to slacken up a little.",0,0
