word,similar
 vehemence," with which the utterance of the name is denounced in the Mishna - "" He who pronounces the Name with its own letters has no part in the world to come!"""
 verve,Virtual Photographer: Optik 
 verve,Verve
 verve," Labs' Virtual Photographer provides professional-looking photo filters such as radiance, dreamy, high key, cyanide, brownie, and glamour."
amorphous,It is a brownish 
amorphous,amorphous
amorphous," solid, which is insoluble in water."
 inchoate,The liability to contribute is 
 inchoate,inchoate
 inchoate, only when the sacrifice has been made.
 incoherent,The result is a confusion that renders the description 
 incoherent,incoherent
 incoherent,.
chaos,An hour ago I saw 
chaos,chaos
chaos," that resulted from lies, half-truths and secrets."
 clutter,"This type of defensive cleaning also requires a little organization because the big cleaning supplies don't need to come out for every mess and rather than letting the mess accumulate, the dirt, like "
 clutter,clutter
 clutter,", is eliminated early."
 disarray,The strikes were enough to cause 
 disarray,disarray
 disarray, among the men.
 muddle,It was such a 
 muddle,muddle
 muddle, that it actually managed to make The Matrix seem coherent.
 turmoil,There was 
 turmoil,turmoil
 turmoil, in her pale blue eyes.
determinate,"They paid a fixed proportion of the produce (pars agraria) to the owner of the estate, and gave a "
determinate,determinate
determinate, amount of labour (operae) on the portion of the domain which he kept in his own hands (mansus dominicus).
 entrenched,"Here he collected another army of 20,000 men, with which he so strongly "
 entrenched,entrenched
 entrenched," himself on the Scanian coast in 1716 that his combined enemies shrank from attacking him, whereupon he assumed the offensive by attacking Norway in 1717, and again in 1718, in order to conquer sufficient territory to enable him to extort better terms from his enemies."
 fixity,For to hold a person to be a responsible agent is to believe that he possesses a certain 
 fixity,fixity
 fixity, and stability of character.
 immutable,The actions of men are subject to general 
 immutable,immutable
 immutable, laws expressed in statistics.
 inert,He opened the back door of the van and motioned Betsy inside as Molly lay 
 inert,inert
 inert, on the ground.
 ingrained,She wanted to wake up with his scent 
 ingrained,ingrained
 ingrained, in her skin.
 invariable,The possible forms of the 
 invariable,invariable
 invariable, cone are indicated in fig.
 inviolate,Inviolate
 inviolate,", from ""health, well-being,"" or from ""good-omen,"" ""augury."""
 lodged,"Jule hissed through his teeth and more blood bubbled up, but the "
 lodged,lodged
 lodged, arrow refused to move.
 rooted,The cheek-teeth may be either 
 rooted,rooted
 rooted, or FIG.
 steadfast,""" This "
 steadfast,steadfast
 steadfast, faith in autocratic methods and the exaggerated fear of revolutionary principles were shown in foreign as well as in home affairs.
 unfailing,He was also an 
 unfailing,unfailing
 unfailing," supporter of contemporary painting, in so far as it responded to his romantic tendencies, and he gave a fresh impulse to the arts of working in metal and glass."
catalyst,His belligerent attitude toward car driving became the 
catalyst,catalyst
catalyst, for this thought provoking drama.
 commutation,As constable of Dundee he secured the 
 commutation,commutation
 commutation," of the death penalty on minor offenders under his jurisdiction, and his expressed maxim was "" in the greatest crimes it is thought wisest to pardon the multitude and punish the ringleaders."""
 innovative,The site was seen to have considerable potential for drawing in 
 innovative,innovative
 innovative, products for the construction industry.
 metamorphosis,In some cases (many species of Ascaris) the 
 metamorphosis,metamorphosis
 metamorphosis, is reduced to a simple process of growth.
 mutable,"On the other hand, the "
 mutable,mutable
 mutable," and curious nature of Gemini combined with its upward, airy energy serves to enliven Leo and is, therefore, thought to be a highly compatible sign."
 transfiguration,Moreover the end is not conceived as a 
 transfiguration,transfiguration
 transfiguration," of the world, but as a liberation of the spirit from its unnatural union with the sensual."
 transformation,The 
 transformation,transformation
 transformation," was quick and smooth, not at all violent."
 translation,He found her 
 translation,translation
 translation, of the piece breathtaking.
 transmogrify,ABSENT
 transmutation,He arranges a selection from his observations on the nebulae in such a way as to give great plausibility to his view of the gradual 
 transmutation,transmutation
 transmutation, of nebulae into stars Herschel begins by showing us that there are regions in the heavens where a faint diffused nebulosity is all that can be detected by the telescope.
 monotony,Nothing could add to the sterility and the 
 monotony,monotony
 monotony, of these mallee scrubs.
 tedium,"Still, there are steps you can take to alleviate the "
 tedium,tedium
 tedium, and inject a little bit of fun into your workouts.
 banausic,ABSENT
 monotonous,Jonny's voice was coldly 
 monotonous,monotonous
 monotonous, but soft.
 pabulum,"But it also appears that honeydew may be excreted by ordinary processes of over-turgescence pressing the liquid through water-pores, as in the tropical Caesalpinia, Calliandra, &c. That these exudations on leaves should afterwards serve as "
 pabulum,pabulum
 pabulum, for Fungie.g.
 pedestrian,"There's also one that wraps around the New York New York Casino and Resort and gives riders a view of the scaled down sights of the ""Big Apple"" as well as the "
 pedestrian,pedestrian
 pedestrian, traffic on the south end of the Strip.
 prosaic,"There is some poetry in this composition, but it alternates with very "
 prosaic,prosaic
 prosaic, details.
 routine,In a few more weeks she could make a 
 routine,routine
 routine, visit to the doctor.
 soporific,Moliere's medical student accounts for it by a 
 soporific,soporific
 soporific, principle contained in the opium.
 tedious,It gets 
 tedious,tedious
 tedious,", but I get a kick out of doing it that way."
banal,"He doesn't like English poetry, he finds it very "
banal,banal
banal,.
 bland,The rice and beans were 
 bland,bland
 bland, until mixed together.
 bromidic,ABSENT
 commonplace,"They just live their own old, quiet, and "
 commonplace,commonplace
 commonplace," life, thought Natasha."
 hackneyed,Hackneyed
 hackneyed, stereotypes are used over and over again.
 insipid,It's jealous and 
 insipid,insipid
 insipid," comments like these, some would argue, that contribute to the unhealthy attitude towards food and body image so prevalent in our culture today."
 jejune,You don't write a 
 jejune,jejune
 jejune, collection of hodgepodge letters and numbers like these.
 musty,"The stones were dark, the air "
 musty,musty
 musty,", the ceiling low."
 platitudinous,ABSENT
 quotidian,Taking the dog on a walk is a 
 quotidian,quotidian
 quotidian, event for the elderly couple.
 shopworn,"This plot device, the 'stolen eye of the idol', was fresh and new when Wilkie Collins first coined it in his 1868 novel The Moonstone, but which has become rather "
 shopworn,shopworn
 shopworn, with use since then.
 stale,The room smelled of 
 stale,stale
 stale, air and mold.
 threadbare,Does the fabric appear 
 threadbare,threadbare
 threadbare, in places?
 timeworn,For a classic look on this 
 timeworn,timeworn
 timeworn," classic, opt for a deep brown leather and carry it everywhere as your 70s fashion signature piece."
 trite,"Yes, it sounds simple, perhaps even "
 trite,trite
 trite,", but it's actually true."
 adage,Is the 
 adage,adage
 adage," ""The camera never lies"" true?"
 banality,Instead it is a joke about the 
 banality,banality
 banality," of some of the ""celebrity"" tweets - Jessica Simpson breaking a heel, for example, or Ashton Kutcher going to the grocery store for salad."
 bromide,Both the iodide and 
 bromide,bromide
 bromide, are used in photography.
 hokum,"In early episodes, Deanna Troi's utility was mainly in studying the alien vessel in view on the main screen with a far off look and intoning ""I sense a great fear... and sadness..."" or similar "
 hokum,hokum
 hokum,.
 inanity,He complains of the 
 inanity,inanity
 inanity, of circus-races (ix.
 insipidity,ABSENT
 platitude,The article was filled with 
 platitude,platitudes
 platitude, about the systematic character of the industrial economy.
 shibboleth,"The Alexandrians, led by Cyril, stood for the doctrine of the perfect union of two complete natures in one person, and made Novi/cos the "
 shibboleth,shibboleth
 shibboleth, of orthodoxy.
 truism,It is not the 
 truism,truism
 truism, it may seem if we reply that we are to find it in the writings of theologians.
 vapidity                                        ,"In the nation at large, the late violent ferment had been followed by as remarkable a deadness and "
 vapidity                                        ,vapidity
 vapidity                                        ,", and Burke himself had to admit a year or two later that any remarkable robbery at Hounslow Heath would make more conversation than all the disturbances of America."
adventuresome,"Try a sunset canoe ride, or for the less "
adventuresome,adventuresome
adventuresome,", take a charter boat cruise."
 aggressive,"True to his word, he was "
 aggressive,aggressive
 aggressive, without hurting her.
 arrogant,Is he 
 arrogant,arrogant
 arrogant, enough to think that?
 audacious,This was a second and a more 
 audacious,audacious
 audacious, compromise.
 assured,Assured
 assured," that it had not, she turned back to him."
 conceited,I thought the famous pop singer might be 
 conceited,conceited
 conceited,", but she seems very humble about her talent."
 courageous,"Squirrels are restless, "
 courageous,courageous
 courageous, and pugnacious little animals.
 dauntless,Through all the first troubles of her reign the young queen steered her skilful and 
 dauntless,dauntless
 dauntless, way with the tact of a woman and the courage of a man.
 doughty,Doughty
 doughty, states that in 1876 rain to wet the ground had not fallen for three years at Medain Salih; in that year showers fell on the 29th of December and on two days in January and again in March.
 egotistical,"""Not with these people,"" he said, once again the "
 egotistical,egotistical
 egotistical, protector who knew better than her.
 intrepid,A week later all Finland lay at the feet of the 
 intrepid,intrepid
 intrepid," colonel of the Borg, dragoons."
 mettlesome,"A judge of horses and a sportsman, he had lately procured himself a large, fine, "
 mettlesome,mettlesome
 mettlesome,", Donets horse, dun-colored, with light mane and tail, and when he rode it no one could outgallop him."
 plucky,Shigeru Miyamoto implants himself into the history of video games timeline by making Donkey Kong and introduces that 
 plucky,plucky
 plucky," plumber, Mario."
 presumptuous,The man seemed too 
 presumptuous,presumptuous
 presumptuous," to be a humble leader for the nation, so he was not elected."
 stouthearted,ABSENT
 stout,"""May I stay a little longer?"" he said, letting his "
 stout,stout
 stout, body sink into an armchair beside her.
 temerity,He now bitterly regretted his 
 temerity,temerity
 temerity, in braving the danger.
 unabashed,"Starring Tim Curry, Susan Sarandon, Barry Bostwick, and Meatloaf, it's a parody of horror movies and an "
 unabashed,unabashed
 unabashed, movie musical.
 undaunted,Undaunted
 undaunted,", he opened the conversation."
 valiant,Ali was a 
 valiant,valiant
 valiant," man, but had no great talent as a ruler."
 valorous,"In 1822 it was raised to the rank of a city, and in 1841, as a reward for its loyalty in revolutionary wars of that province, it was distinguished by the title of Leal e valorosa (loyal and "
 valorous,valorous
 valorous,).
 venturesome,"From the Amazon the Napo is navigable for river craft up to its Curaray branch, a distance of about 216 m., and perhaps a few miles farther; thence, by painful canoe navigation, its upper waters may be ascended as far as Santa Rosa, the usual point of embarkation for any "
 venturesome,venturesome
 venturesome, traveller who descends from the Quito tableland.
 venturous,"This time, however, he crosses Pamir, of which he gives a remarkable account, and passes by Kashgar, Khotan (Kustana), and the vicinity of Lop-nor across the desert to Kwa-chow, whence he had made his "
 venturous,venturous
 venturous, and lonely plunge into the waste fifteen years before.
embellish,"For a site with a bit more personal creativity, visit UpToTen.com, an independent children's site that features free printable birthday cards that you can color and "
embellish,embellish
embellish,.
 opulent,"635), it was still an "
 opulent,opulent
 opulent, city and yielded a rich booty.
altruism,Altruism
altruism, is second nature for this couple and they often spearhead community projects and charities.
 beatific,By saying that souls of saints may attain the fulness of the 
 beatific,beatific
 beatific, vision before the last judgment.
 beneficent,But they are not without benevolent and 
 beneficent,beneficent
 beneficent, attributes.
 benign,"The bilirubin test will determine if hyperbilirubinemia is present and, along with other diagnostic tests, help determine if the condition is relatively normal ("
 benign,benign
 benign,) or possibly related to liver function problems or other conditions.
 benison,"Skeat), ""God yaf (gave) his "
 benison,benison
 benison," to Laban by the service of Jacob and to Pharao by the service of Joseph,"" where the MSS."
 clement,I'd lived so 
 clement,clement
 clement, an existence that the sum total of my exposure to mayhem came from the soft cushioned sofa fronting a wide screen television.
 continence,Let people have married or be anyhow steeled in 
 continence,continence
 continence, before they are admitted to baptism.
 elevated,Holding her head 
 elevated,elevated
 elevated,", as Mums had instructed, he offered the bottle."
 ethical,The correspondence took an 
 ethical,ethical
 ethical, tone.
 exemplary,The support provided was 
 exemplary,exemplary
 exemplary, in all areas.
 integrity,She looked for an employer who had 
 integrity,integrity
 integrity, and valued its employees as well as the planet.
 probity,"In that position he won repute for his organizing capacity, great power of work and unswerving "
 probity,probity
 probity, - the last of which qualities was none too common in the French armies at that time.
 rectitude,The necessity of moral 
 rectitude,rectitude
 rectitude, was itself an incentive.
 temperance,This creature succeeded by other means than 
 temperance,temperance
 temperance, and purity.
 virtue,"I can't deny the power of prayer, or the "
 virtue,virtue
 virtue, of tenacity.
apotheosis,Apotheosis
apotheosis," can mean nothing to those who hold that a man may be reborn as a god, but still needs redemption, and that men on earth may win redemption, if they are brave enough."
 paragon,"Commercial Heirloom: Tomato varieties sold by seed companies before hybridization was introduced in 1940, including '"
 paragon,Paragon
 paragon,",' 'Beauty' and 'Alpha Pink.'"
 quintessence,"And indeed, Gandalf is almost the "
 quintessence,quintessence
 quintessence, of wizard-dom.
 standard,The 
 standard,standard
 standard," day is longer than ours, about thirty hours instead of twenty-four, with that divided evenly between day and night."
bacchanalian,ABSENT
 debauch,His enemies asserted that he died in a low tavern in consequence of a drunken 
 debauch,debauch
 debauch, of some days' duration.
 decadence,He was possessed by the spirit of 
 decadence,decadence
 decadence,", imitative rather than originating.."
 fiendish,"For revenge, Archimedes devised a "
 fiendish,fiendish
 fiendish, computational problem that involved truly immense numbers.
 illicit,As a port it was notorious for its smuggling and 
 illicit,illicit
 illicit, trade.
 infernal,"The lake of Avernus, as an entrance to the "
 infernal,infernal
 infernal," regions, was sacred to her."
 iniquitous,"Yet he too seized the supreme power, and perished by an "
 iniquitous,iniquitous
 iniquitous, sentence on the 18th of February 1836.1 Andres Santa Cruz was an Indian statesman.
 invidious,"He had received from his father the smatterings of a liberal education, but until the outbreak of the Revolution he was a domestic servant, and from 1785 occupied the "
 invidious,invidious
 invidious," office of cornmissaire a terrier, his function being to assist the nobles and priests in the assertion of their feudal rights as against the unfortunate peasants."
 lascivious,"But make sure your timing is right - privacy is usually a good idea, keeping the "
 lascivious,lascivious
 lascivious, message between the two of you.
 licentious,His mask of veneration slowly turned into a 
 licentious,licentious
 licentious, grin.
 lurid,"She's more celebrated for her wholesome image than for any scandals, so it's unlikely that you'll see her splashed across the front of any magazines accompanied by "
 lurid,lurid
 lurid, headlines.
 miscreant,"While the lawyer's death did nothing to undo the damage his note had caused to Cynthia, it at least eliminated her need for any further dealings with the "
 miscreant,miscreant
 miscreant,.
 nefarious,The web is not a safe place for your data; many hackers put malware and viruses out there looking for unprotected servers so that they can alter the data toward their own 
 nefarious,nefarious
 nefarious, ends.
 perfidious,Zaki did not long enjoy the fruits of his 
 perfidious,perfidious
 perfidious, dealing.
 rapacity,By 1520 philanthropic churchmen directed their attention to the miserable conditions of the natives; but remedial legislation was largely nullified by the 
 rapacity,rapacity
 rapacity," of subordinate officials, and before the end of the 16th century the natives disappeared as a distinct race."
 reprobate,"If you were not an adversary, you would not be slandering me and reviling the preaching that is given through me, in order that, as I heard myself in person from the Lord, when I speak I may not be believed, as though forsooth it were I who was condemned and I who was "
 reprobate,reprobate
 reprobate,.'
 turpitude,"Habitual intoxication, wilful desertion for three years, cruel treatment, and conviction for an offence the commission of which involved moral "
 turpitude,turpitude
 turpitude," and for which the offender has been sentenced to imprisonment for at least two years, are recognized as causes for divorce."
traitorous,"If nothing else, his "
traitorous,traitorous
traitorous, half-brother Sasha
 treacherous,It was described as a 
 treacherous,treacherous
 treacherous, path.
blemish,"Her work was so perfect that Athena, enraged at being unable to find any "
blemish,blemish
blemish," in it, tore it to pieces."
 blot,Luther's weakness brought the second great 
 blot,blot
 blot, on his career.
 stain,It has a 
 stain,stain
 stain, on it and a rip in the arm pit.
 stigma,"The pistil consists of a single carpel with its ovary, style, "
 stigma,stigma
 stigma, and solitary ovule or twin ovules.
 taint,It might 
 taint,taint
 taint, Fred's open mind.
capacious,The harbour is 
capacious,capacious
capacious," and secure, with a sufficient depth of water for the largest vessels."
 cavalcade,"In recent decades, the "
 cavalcade,cavalcade
 cavalcade," of publicity garnered by celebrity pets has led the pet industry to expand, update and personalize merchandise for animals."
 cloying,A mid-weight comforter is more seasonal and comfortable year round without feeling 
 cloying,cloying
 cloying, in the summer or too light in the winter.
 cornucopia,The scientist is left to whimsically choose among a 
 cornucopia,cornucopia
 cornucopia," of ""bold conjectures,"" everyone of which is guaranteed to be false."
 dilate,"The Veda, it is true, does not usually "
 dilate,dilate
 dilate, much on the worst of these adventures.
 distend,"In these children, feces have become impacted in the child's colon, causing it to "
 distend,distend
 distend,.
 fraught,Romantic relationships with humans were 
 fraught,fraught
 fraught, with difficulties.
 glut,Research recipes and preserving methods in case you should get a 
 glut,glut
 glut, of vegetables.
 manifold,The services required of landowners were very 
 manifold,manifold
 manifold, in character.
 multifarious,"Her life was as strange and adventurous as any of her novels, which are for the most part idealized versions of the "
 multifarious,multifarious
 multifarious, incidents of her life.
 myriad,A 
 myriad,myriad
 myriad, of emotions flooded over Dean as Corday spoke.
 opulence,"Made with the finest materials, available in rich, dramatic colors and exquisitely detailed, this roomy bag spares nothing in achieving what can only be described as the height of "
 opulence,opulence
 opulence,.
 overabundance,"While most startup founders fear running short of cash, few worry about having an "
 overabundance,overabundance
 overabundance, of funds.
 plethora,Contemporary dance is not blessed with a 
 plethora,plethora
 plethora, of media coverage on any platform.
 preponderance,"No doubt, too, the "
 preponderance,preponderance
 preponderance, of rainfall in the west has persisted for an enormous period.
 prodigious,He took the 
 prodigious,prodigious
 prodigious, leap.
 profusion,The hills were a 
 profusion,profusion
 profusion, of snowy dogwood and pink plumb and cherry blossoms.
 replete,While large ships are often 
 replete,replete
 replete," with garish colors and frenetic themes, Celebrity cruise ships are smoothly coordinated with nautical accents of etched glass, brass rails, warm wood tones, and rich fabrics."
 superabundance,In a world of economic 
 superabundance,superabundance
 superabundance,", people will no longer tolerate poverty."
 superfluity,To the Epicureans the elaborate logic of the Stoics was a 
 superfluity,superfluity
 superfluity,.
 surfeit,He died of 
 surfeit,surfeit
 surfeit, at Stockholm on the 12th of February 1771.
cloy,"Glen Rosa and Glen Sannox are remarkable for their wild beauty, and among others are Iorsa, Catacol, Chalmadale, "
cloy,Cloy
cloy,", Shant, Shurig, Tuie, Clachan, Monamore, Ashdale (with two cascades) and Scorrodale."
 gorge,"Through a deep, narrow "
 gorge,gorge
 gorge, with precipitous sides.
 sate,To 
 sate,sate
 sate," your immediate curiosity, the official website has a virtual tour."
 satiate,"I mean, if you're mom looks down upon you racing her Tahoe down the street, play this game to "
 satiate,satiate
 satiate, your urges.
accrete,ABSENT
 aggrandize,"Alexander carried on a double policy, always ready to seize opportunities to "
 aggrandize,aggrandize
 aggrandize, his family.
 burgeon,ABSENT
 develop,The second crop of cabbage was starting to 
 develop,develop
 develop,", and the okra looked good."
 expatiate,"Religion may "" feel,"" like Tennyson's "" man in wrath, "" and may "
 expatiate,expatiate
 expatiate," in an undefined awe; science alone is to possess the "" knowable."""
 upsurge,The 
 upsurge,upsurge
 upsurge," in pet products has made it easier than ever to reveal how much we love our four-legged friends, even to the point of wearing clothes sporting their furry faces."
amplify,While using infrared LEDs isn't quite as good as having electronic goggles that 
amplify,amplify
amplify," faint light in a dark room, using this approach allows you to build your own goggles using only sunglasses and at a very small fraction of the cost."
aggrandize,"Alexander carried on a double policy, always ready to seize opportunities to "
aggrandize,aggrandize
aggrandize, his family.
 apotheosize,ABSENT
 augment,The budget was 
 augment,augmented
 augment, by various donations.
 ennoble,Was it not a greater thing to 
 ennoble,ennoble
 ennoble, them than to destroy their artistic representation ?
procreate,"By the time (most) women approach and pass thirty years of age, the biological drive to "
procreate,procreate
procreate, is almost unbearable.
 proliferate,"When the good bacteria in the intestinal flora are killed off through antibiotic use, yeast can begin to "
 proliferate,proliferate
 proliferate,", which may develop into a rash."
 propagate,Gather and dry herbs; also 
 propagate,propagate
 propagate, these by slips and cuttings.
 reproduce,Reproduce
 reproduce, a single recension.
 spawn,The 
 spawn,spawn
 spawn, of the angler is very remarkable.
bestow,It was the greatest award 
bestow,bestowed
bestow, upon man.
 confer,The faculties of medicine 
 confer,confer
 confer, the degree of doctor of medicine.
 extravagant,She always sent 
 extravagant,extravagant
 extravagant, gifts to her daughter.
 exuberant,"His poems, novels and comedies are full of wit and "
 exuberant,exuberant
 exuberant, vitality.
 luxuriant,Vegetation is generally 
 luxuriant,luxuriant
 luxuriant,", and forest clothes portions of the mountain slopes."
 profuse,He breaks out into 
 profuse,profuse
 profuse, sweats and may vomit.
 superabundant,"Apart, and the "
 superabundant,superabundant
 superabundant, trees cut out as they begin to interfere with each other.
exalted,As a patron of art Leo occupies a more 
exalted,exalted
exalted, plane.
 lofty,The surrounding mountains are 
 lofty,lofty
 lofty, and rugged.
 majestic,A 
 majestic,majestic
 majestic," oak, one of the finest trees in the Forest, stands near it."
 noble,How 
 noble,noble
 noble, of you.
 regal,She followed him up a set of 
 regal,regal
 regal," stairs to the second floor, where multiple rooms lined a hallway."
 resplendent,My house is not 
 resplendent,resplendent
 resplendent," with ivory and gold; nor is it adorned with marble arches, resting on graceful columns brought from the quarries of distant Africa."
 sublime,Demetrius calls his statues 
 sublime,sublime
 sublime,", and at the same time precise."
inundate,The low lying areas were 
inundate,inundated
inundate, by flood waters.
 deluge,That 
 deluge,deluge
 deluge, of fire was worth seeing.
 engulf,"When phagocytes encounter an invading organism, they surround and "
 engulf,engulf
 engulf, it in order to destroy it.
dearth,"The next danger was from the people, who were infuriated by the "
dearth,dearth
dearth, of corn.
 defect,He had another 
 defect,defect
 defect, besides the want of popular power.
 deficient,They are both 
 deficient,deficient
 deficient, in solidity and in permanent interest.
 famine,The prevalent 
 famine,famine
 famine, and distress are due to Yahweh's indignation at such remissness.
 insufficiency,"He knew, moreover, the "
 insufficiency,insufficiency
 insufficiency, of his troops.
 meager,Dean kept quiet about his 
 meager,meager
 meager, half-breakfast.
 paucity,Paucity
 paucity, of evidence makes the first difficult.
 poverty,Despite their 
 poverty,poverty
 poverty, begging is practically unknown.
 privation,"Ramseyer, his wife and infant son (the child died of "
 privation,privation
 privation," shortly afterwards), and Mr J."
 scantiness,The 
 scantiness,scantiness
 scantiness, of political information and the distinctive arrangement of material preclude the attempt to trace the relative position of the two rivals.
 scarcity,Through the resultant 
 scarcity,scarcity
 scarcity," of labor, much land fell out of cultivation."
 stinting,ABSENT
abate,In an hour or so the storm would 
abate,abate
abate, and they could leave.
 constrict,"If you are taking medicines for allergies or a cold, stay away from medicines that promote sleepiness as this can cause the throat to relax too much and "
 constrict,constrict
 constrict, the airway.
 corrode,"Also eventually, hard water can "
 corrode,corrode
 corrode," metal, including your water pipes."
 dwindle,The majorities behind the government began to 
 dwindle,dwindle
 dwindle, and agitation started to grow.
 ebb,He listened intently to the 
 ebb,ebb
 ebb, and flow of these sounds.
 wane,About half-past eight the combat began to 
 wane,wane
 wane,", and the last shots were fired at ten."
lapse,The 
lapse,lapse
lapse, of time between Neh.
 relent,"But if proven wrong, most will "
 relent,relent
 relent, and run the job over again.
 slacken,"The slider on the original strap would come undone, loosening the whole strap and it was possible at that moment that a player would "
 slacken,slacken
 slacken, his or her grip and release the Remote into the air.
equivocate,Sean continued to 
equivocate,equivocate
equivocate, when the FBI persisted in their questioning.
 prevaricate,ABSENT
abscond,"But the governor of Syria had sent a demand for Herod's acquittal, and so Hyrcanus adjourned the trial and persuaded the accused to "
abscond,abscond
abscond,.
 decamp,"They have a language of their own, and are an unsociable people, suspicious of strangers, ever ready to "
 decamp,decamp
 decamp, if they think a tax-collector is near.
 escape,"He came very quietly and secretly, to "
 escape,escape
 escape, the soldiers.
 flee,Darian didn't 
 flee,flee
 flee,", but suddenly, Jenn wanted to."
deceptive,He was good at 
deceptive,deceptive
deceptive, conversation – too good.
 erroneous,He was accused of 
 erroneous,erroneous
 erroneous," doctrine, and the Spanish viceroy of Naples prohibited his preaching."
 illusory,"They borrowed his money and his armies, but fed him with vain promises and "
 illusory,illusory
 illusory, treaties.
 ostensible,"He, too, was unsuccessful; and a few months later he was dismissed with some English money and "
 ostensible,ostensible
 ostensible, assurances of support.
 plausible,Give me a 
 plausible,plausible
 plausible, scenario.
 specious,This argument is rather 
 specious,specious
 specious, than sound.
 spurious,But even in its 
 spurious,spurious
 spurious, condition the book had been recognized as remarkable and almost unique.
 sophistical,- On the significance of the 
 sophistical,sophistical
 sophistical," movement, see E."
camouflage,This is just verbal 
camouflage,camouflage
camouflage, behind which private shareholders are still dipping their ever-larger ladles into an increasing stream of tax revenues.
 cloak,I put on my 
 cloak,cloak
 cloak, and hood and went out.
 counterfeit,"In fact, the "
 counterfeit,counterfeit
 counterfeit, fashion business is a billion dollar industry partly because many buyers care more about the logo of a product than its authenticity and also because many consumers remain unaware of the source of their merchandise.
 disguise,"""How well you "
 disguise,disguise
 disguise," it,"" said the Wizard."
 dissemble,"If you decide to return the machine, you must "
 dissemble,dissemble
 dissemble, it yourself and pay for shipping charges.
 dissimulate,"Mazarin was not a Frenchman, but a citizen of the world, and always paid most attention to foreign affairs; in his letters all that could teach a diplomatist is to be found, broad general views of policy, minute details carefully elaborated, keen insight into men's characters, cunning directions when to "
 dissimulate,dissimulate
 dissimulate, or when to be frank.
 feign,Cassie drew her brows down to 
 feign,feign
 feign, a stern expression.
 masquerade,She dyed her hair pink to 
 masquerade,masquerade
 masquerade, her grey strands.
 pose,"No, I suppose the possibility of snakes does "
 pose,pose
 pose, a bigger threat.
 pretend,I used to 
 pretend,pretend
 pretend, when I was young.
 sham,"The name was particularly used of the supporters of the Exclusion Bill in 1680, with the meaning of """
 sham,sham
 sham," Protestant."""
 simulate,"Since the balance board is about the size of a skateboard, it seemed only natural for a skateboard game to make its way to the Wii, utilizing the balance board to "
 simulate,simulate
 simulate, skateboarding movement.
beguile,They frequently 
beguile,beguile
beguile, their toil with carols.
 cozen,ABSENT
 deceive,You intentionally tried to 
 deceive,deceive
 deceive, me.
 delude,They 
 delude,delude
 delude, themselves that they are going to influence and/or modify the priorities of the company.
 dupe,"Pamela Anderson shoes have a one of a kind feel, but if you can't find any, it's easy to "
 dupe,dupe
 dupe, the look.
 hoodwink,"Most places that proclaim ""We speak English"" will likely "
 hoodwink,hoodwink
 hoodwink, you for your cash and give you sub-standard food.
 humbug,If you are a bit of a 
 humbug,humbug
 humbug," during the holiday season, then dressing up in a Grinch costume should be like easing into your own skin."
artifice,Gibbon's stylistic 
artifice,artifice
artifice, both averted the peril of prosecution and rendered the attack more telling.
 chicanery,"Andrew, who behaved with injudicious violence, was banished to France, James to Newcastle; other preachers were confined to their parishes; and by a mixture of "
 chicanery,chicanery
 chicanery," (as at the pseudo assembly of Linlithgow) and of violence, the king established his tottering episcopacy, and sowed the dragon's teeth of civil war."
 connivery,ABSENT
 deviousness,ABSENT
 duplicity,"On many occasions, she'd seen the "
 duplicity,duplicity
 duplicity, and cold manipulation he'd spoken of.
 guile,You might have to use considerable 
 guile,guile
 guile, to find out what's going on.
 misrepresentation,"This, however, was a "
 misrepresentation,misrepresentation
 misrepresentation, of his words.
 pettifoggery,ABSENT
 sophistry,"When at a loss for good reasons, he had recourse to "
 sophistry,sophistry
 sophistry,"; and when heated by altercation, he made unsparing use of sarcasm and invective."
 subterfuge,The lack of labeling may give an impression of 
 subterfuge,subterfuge
 subterfuge,.
 underhandedness,ABSENT
exactitude,"At such moments of crisis it almost excelled human comprehension; the mind seems to have gathered to itself and summed up the balance of all human passions arranged for and against him, and to have calculated with unerring "
exactitude,exactitude
exactitude, the consequences of each decision.
 fidelity,It hurt to think he questioned her 
 fidelity,fidelity
 fidelity,", but at least he was willing to listen to reason."
 veracity,The 
 veracity,veracity
 veracity, of his claim was in question because every other witness told a different version of the events.
candor,"""And now, in token of "
candor,candor
candor,", I ask you to reveal to me your chief passion,"" said the latter."
 fealty,In August 1296 Bruce and his father swore 
 fealty,fealty
 fealty, to Edward I.
 indisputable,His patriotism is as 
 indisputable,indisputable
 indisputable, as his genius.
 indubitable,But however 
 indubitable,indubitable
 indubitable," that conclusion and the officer's conviction based upon it, Pierre felt it necessary to disillusion him."
 legitimate,It is a 
 legitimate,legitimate
 legitimate, question that deserves a carefully reasoned answer.
 veracious,He will be 
 veracious,veracious
 veracious, only so long as the consequences are not seriously injurious.
candid,The owner was 
candid,candid
candid, about the things that went wrong as well as the successes.
 forthright,"Capricorns are intelligent and thoughtful, but they aren't always "
 forthright,forthright
 forthright, with their reasoning processes or with sharing their feelings.
 undisguised,The religion is an 
 undisguised,undisguised
 undisguised," animism, and all their frequent and elaborate ceremonies and festivals are aimed at exorcising and scaring spirits."
creed,I live by a certain 
creed,creed
creed,", one that runs in our family."
 doctrine,Stahl founded his 
 doctrine,doctrine
 doctrine," of ""phlogiston."""
 dogma,This 
 dogma,dogma
